email,company,region,country,agent_type,priority_tier,contact_role,status,trigger_segment,last_contact,notes
couples@verliefd-op-reizen.nl,Verliefd Op Reizen,EU,Netherlands,HONEYMOON_SPECIALIST,B,couples,eu_honeymoon,unverified,,
honeymoon@huwelijksreis-specialist.nl,Huwelijksreis Specialist,EU,Netherlands,HONEYMOON_SPECIALIST,A,honeymoon,eu_honeymoon,unverified,,
romance@brudpar-resor.se,Brudpar Resor,EU,Sweden,HONEYMOON_SPECIALIST,A,romance,eu_honeymoon,unverified,,
luxury@lyx-brudpar.se,Lyx Brudpar,EU,Sweden,LUXURY_ROMANCE,A,luxury,eu_honeymoon_luxury,unverified,,
couples@par-resor.se,Par Resor,EU,Sweden,HONEYMOON_SPECIALIST,A,couples,eu_honeymoon,unverified,,
honeymoon@romantiska-resor.se,Romantiska Resor,EU,Sweden,HONEYMOON_SPECIALIST,A,honeymoon,eu_honeymoon,unverified,,
romance@två-hjärtan-resor.se,Två Hjärtan Resor,EU,Sweden,LUXURY_ROMANCE,B,romance,eu_honeymoon_luxury,unverified,,
private@exklusiva-resor.se,Exklusiva Resor,EU,Sweden,LUXURY_ROMANCE,A,private,eu_honeymoon_luxury,unverified,,
luxury@quintessentially.com,Quintessentially Travel,EU,UK,UHNWI_CONCIERGE,A,luxury_director,uhnwi_privacy,privacy_seekers,unverified,
private@johnpaul.com,John Paul Group,EU,France,UHNWI_CONCIERGE,A,private_client,uhnwi_privacy,privacy_seekers,unverified,
royal@knightsbridgecircle.com,Knightsbridge Circle,EU,UK,UHNWI_CONCIERGE,A,royal_liaison,uhnwi_privacy,privacy_seekers,unverified,
vip@lesconcierges.com,Les Concierges,EU,France,UHNWI_CONCIERGE,A,vip_services,uhnwi_privacy,privacy_seekers,unverified,
discretion@blacktomato.com,Black Tomato (Blink),EU,UK,UHNWI_CONCIERGE,A,discretion_lead,uhnwi_privacy,privacy_seekers,unverified,
secure@internationaltravel.com,International Travel Collection,EU,UK,UHNWI_CONCIERGE,A,security_travel,uhnwi_privacy,privacy_seekers,unverified,
privatejet@airpartner.com,Air Partner Private Jets,EU,UK,UHNWI_CONCIERGE,A,jet_charter,uhnwi_privacy,privacy_seekers,unverified,
yacht@camperandnicholsons.com,Camper & Nicholsons Travel,EU,UK,UHNWI_CONCIERGE,A,yacht_liaison,uhnwi_privacy,privacy_seekers,unverified,
security@garrisontravel.com,Garrison Travel,EU,UK,UHNWI_CONCIERGE,A,security_consultant,uhnwi_privacy,privacy_seekers,unverified,
confidential@thealexandergroup.com,The Alexander Group,,USA,UHNWI_CONCIERGE,A,confidential_travel,uhnwi_privacy,privacy_seekers,unverified,
gcc@elitehavens.com,Elite Havens (GCC Desk),ASIA,UAE,UHNWI_CONCIERGE,A,gcc_relations,uhnwi_privacy,privacy_seekers,unverified,
royal@platinumlist.ae,Platinum List (Royal Division),ASIA,UAE,UHNWI_CONCIERGE,A,royal_desk,uhnwi_privacy,privacy_seekers,unverified,
private@serendipityconsultants.com,Serendipity Consultants,EU,UK,UHNWI_CONCIERGE,A,private_itineraries,uhnwi_privacy,privacy_seekers,unverified,
discretion@curated.travel,Curated Travel,EU,UK,UHNWI_CONCIERGE,A,discretion_manager,uhnwi_privacy,privacy_seekers,unverified,
vip@thejetsetway.com,The Jetset Way,,USA,UHNWI_CONCIERGE,A,vip_experience,uhnwi_privacy,privacy_seekers,unverified,
secure@executivejetmanagement.com,Executive Jet Management,,USA,UHNWI_CONCIERGE,A,secure_travel,uhnwi_privacy,privacy_seekers,unverified,
confidential@bon-voyage.co.uk,Bon Voyage (Confidential),EU,UK,UHNWI_CONCIERGE,A,confidential_desk,uhnwi_privacy,privacy_seekers,unverified,
vip@originaltravel.co.uk,Original Travel (VIP),EU,UK,UHNWI_CONCIERGE,A,vip_luxury,uhnwi_privacy,privacy_seekers,unverified,
private@scottdunn.com,Scott Dunn (Private),EU,UK,UHNWI_CONCIERGE,A,private_luxury,uhnwi_privacy,privacy_seekers,unverified,
families@elegantresorts.co.uk,Elegant Resorts (Family),EU,UK,UHNWI_FAMILY,A,family_specialist,uhnwi_legacy,legacy_travelers,unverified,
multigen@audleytravel.com,Audley Travel (Family),EU,UK,UHNWI_FAMILY,A,multigen_planner,uhnwi_legacy,legacy_travelers,unverified,
estates@kuoni.co.uk,Kuoni Private Estates,EU,UK,UHNWI_FAMILY,A,estate_coordinator,uhnwi_legacy,legacy_travelers,unverified,
generations@carrier.co.uk,Carrier (Legacy),EU,UK,UHNWI_FAMILY,A,legacy_planner,uhnwi_legacy,legacy_travelers,unverified,
family@wildfrontierstravel.com,Wild Frontiers (Family),EU,UK,UHNWI_FAMILY,A,family_adventure,uhnwi_legacy,legacy_travelers,unverified,
privateestates@andbeyond.com,&Beyond Private Estates,EU,UK,UHNWI_FAMILY,A,estate_manager,uhnwi_legacy,legacy_travelers,unverified,
multigenerational@abercrombiekent.co.uk,Abercrombie & Kent (Family),EU,UK,UHNWI_FAMILY,A,multigen_specialist,uhnwi_legacy,legacy_travelers,unverified,
family@coxandkings.co.uk,Cox & Kings (Family),EU,UK,UHNWI_FAMILY,B,family_desk,uhnwi_legacy,legacy_travelers,unverified,
legacy@keranddowney.com,Ker & Downey (Legacy),EU,UK,UHNWI_FAMILY,A,legacy_curator,uhnwi_legacy,legacy_travelers,unverified,
families@micato.com,Micato (Family Safaris),EU,UK,UHNWI_FAMILY,B,family_safari,uhnwi_legacy,legacy_travelers,unverified,
privatevillas@elitehavens.com,Elite Havens (Family Villas),ASIA,Thailand,UHNWI_FAMILY,A,villa_curator,uhnwi_legacy,legacy_travelers,unverified,
estates@theooza.com,The Ooza (Private Estates),ASIA,Maldives,UHNWI_FAMILY,A,estate_liaison,uhnwi_legacy,legacy_travelers,unverified,
family@luxurytravel.com,Luxury Travel (Family Division),,USA,UHNWI_FAMILY,A,family_planner,uhnwi_legacy,legacy_travelers,unverified,
multigen@travelassociates.com,Travel Associates (Family),EU,AU,UHNWI_FAMILY,A,multigen_expert,uhnwi_legacy,legacy_travelers,unverified,
legacy@journeylatinamerica.co.uk,Journey Latin America (Legacy),EU,UK,UHNWI_FAMILY,B,legacy_travel,uhnwi_legacy,legacy_travelers,unverified,
families@steppestravel.com,Steppes Travel (Family),EU,UK,UHNWI_FAMILY,A,family_wildlife,uhnwi_legacy,legacy_travelers,unverified,
private@remote.co.uk,Remote (Family Estates),EU,UK,UHNWI_FAMILY,A,private_family,uhnwi_legacy,legacy_travelers,unverified,
generations@naturalhighs.com,Natural Highs (Legacy),EU,UK,UHNWI_FAMILY,B,legacy_adventure,uhnwi_legacy,legacy_travelers,unverified,
wellness@chenselect.com,ChenSelect (Biohacking),EU,UK,UHNWI_WELLNESS,A,wellness_curator,uhnwi_biohacker,biohackers,unverified,
optimize@destinationwellness.com,Destination Wellness,,USA,UHNWI_WELLNESS,A,optimization_specialist,uhnwi_biohacker,biohackers,unverified,
biohacking@thebodyhotel.com,The Body Hotel,EU,UK,UHNWI_WELLNESS,A,biohacking_coordinator,uhnwi_biohacker,biohackers,unverified,
performance@miraval.com,Miraval (Corporate Wellness),,USA,UHNWI_WELLNESS,A,performance_programs,uhnwi_biohacker,biohackers,unverified,
longevity@sha-wellness.com,SHA Wellness (Luxury),EU,Spain,UHNWI_WELLNESS,A,longevity_consultant,uhnwi_biohacker,biohackers,unverified,
data@joalibeing.com,JOALI BEING (Maldives),ASIA,Maldives,UHNWI_WELLNESS,A,data_wellness,uhnwi_biohacker,biohackers,unverified,
sleep@sixsenses.com,Six Senses (Sleep Science),ASIA,Thailand,UHNWI_WELLNESS,A,sleep_programs,uhnwi_biohacker,biohackers,unverified,
recovery@champneys.com,Champneys (Executive Recovery),EU,UK,UHNWI_WELLNESS,B,recovery_specialist,uhnwi_biohacker,biohackers,unverified,
metabolic@laneridge.com,Lane Ridge (Metabolic),,USA,UHNWI_WELLNESS,A,metabolic_coach,uhnwi_biohacker,biohackers,unverified,
ivtherapy@wellnesstravel.com,Wellness Travel (IV),EU,UK,UHNWI_WELLNESS,B,iv_therapy,uhnwi_biohacker,biohackers,unverified,
quantified@self.com,Quantified Self Travel,,USA,UHNWI_WELLNESS,A,quantified_coach,uhnwi_biohacker,biohackers,unverified,
biomarker@biohackingtravel.com,Biohacking Travel,EU,Germany,UHNWI_WELLNESS,A,biomarker_specialist,uhnwi_biohacker,biohackers,unverified,
neuro@neurotravel.com,Neuro Travel Optimization,,USA,UHNWI_WELLNESS,A,neuro_optimization,uhnwi_biohacker,biohackers,unverified,
longevity@longevitytravel.com,Longevity Travel Partners,EU,Switzerland,UHNWI_WELLNESS,A,longevity_planner,uhnwi_biohacker,biohackers,unverified,
performance@peaktravel.com,Peak Performance Travel,,USA,UHNWI_WELLNESS,A,performance_curator,uhnwi_biohacker,biohackers,unverified,
reset@maldiveswellness.com,Maldives Wellness Collective,ASIA,Maldives,UHNWI_WELLNESS,A,reset_specialist,uhnwi_biohacker,biohackers,unverified,
crypto@luxurycrypto.travel,Luxury Crypto Travel,,USA,UHNWI_TECH,A,crypto_concierge,uhnwi_tech,crypto_elite,unverified,
web3@nfttravelclub.com,NFT Travel Club,,USA,UHNWI_TECH,A,web3_experiences,uhnwi_tech,crypto_elite,unverified,
tech@blacktomato.com,Black Tomato (Tech Elite),EU,UK,UHNWI_TECH,A,tech_curator,uhnwi_tech,crypto_elite,unverified,
innovation@discoveryworld.com,Discovery World (Tech),EU,UK,UHNWI_TECH,A,innovation_travel,uhnwi_tech,crypto_elite,unverified,
future@futuretravel.com,Future Travel Collective,,USA,UHNWI_TECH,A,future_experiences,uhnwi_tech,crypto_elite,unverified,
metaverse@metaescapes.com,Meta Escapes,,USA,UHNWI_TECH,A,metaverse_liaison,uhnwi_tech,crypto_elite,unverified,
digital@nomadcapitalist.com,Nomad Capitalist Travel,ASIA,Singapore,UHNWI_TECH,A,digital_nomad_luxury,uhnwi_tech,crypto_elite,unverified,
blockchain@blockchaintravel.io,Blockchain Travel,EU,Estonia,UHNWI_TECH,A,blockchain_concierge,uhnwi_tech,crypto_elite,unverified,
nft@arttravelclub.com,Art Travel Club (NFT),EU,UK,UHNWI_TECH,B,nft_experiences,uhnwi_tech,crypto_elite,unverified,
tech@thejetsetway.com,The Jetset Way (Tech),,USA,UHNWI_TECH,A,tech_luxury,uhnwi_tech,crypto_elite,unverified,
innovation@curated.travel,Curated Travel (Innovation),EU,UK,UHNWI_TECH,A,innovation_desk,uhnwi_tech,crypto_elite,unverified,
crypto@luxuryescapes.com,Luxury Escapes (Crypto),ASIA,Australia,UHNWI_TECH,B,crypto_payments,uhnwi_tech,crypto_elite,unverified,
web3@decentralizedtravel.com,Decentralized Travel,,USA,UHNWI_TECH,A,web3_curator,uhnwi_tech,crypto_elite,unverified,
tech@originaltravel.co.uk,Original Travel (Tech Elite),EU,UK,UHNWI_TECH,A,tech_specialist,uhnwi_tech,crypto_elite,unverified,
future@scottdunn.com,Scott Dunn (Future Travel),EU,UK,UHNWI_TECH,A,future_luxury,uhnwi_tech,crypto_elite,unverified,
digital@bon-voyage.co.uk,Bon Voyage (Digital Elite),EU,UK,UHNWI_TECH,B,digital_luxury,uhnwi_tech,crypto_elite,unverified,
corporate@scottdunn.com,Scott Dunn (Corporate Retreats),EU,UK,UHNWI_CORPORATE,A,corporate_strategy,uhnwi_csuite,csuite_retreats,unverified,
executive@audleytravel.com,Audley Travel (Executive),EU,UK,UHNWI_CORPORATE,A,executive_retreats,uhnwi_csuite,csuite_retreats,unverified,
boardroom@kuoni.co.uk,Kuoni (Board Retreats),EU,UK,UHNWI_CORPORATE,A,boardroom_coordinator,uhnwi_csuite,csuite_retreats,unverified,
strategy@carrier.co.uk,Carrier (Strategy Retreats),EU,UK,UHNWI_CORPORATE,A,strategy_planner,uhnwi_csuite,csuite_retreats,unverified,
executive@blacktomato.com,Black Tomato (C-Suite),EU,UK,UHNWI_CORPORATE,A,executive_curator,uhnwi_csuite,csuite_retreats,unverified,
corporate@andbeyond.com,&Beyond (Corporate),EU,UK,UHNWI_CORPORATE,A,corporate_wilderness,uhnwi_csuite,csuite_retreats,unverified,
retreats@abercrombiekent.co.uk,Abercrombie & Kent (Retreats),EU,UK,UHNWI_CORPORATE,A,retreat_specialist,uhnwi_csuite,csuite_retreats,unverified,
executive@coxandkings.co.uk,Cox & Kings (Executive),EU,UK,UHNWI_CORPORATE,B,executive_desk,uhnwi_csuite,csuite_retreats,unverified,
board@keranddowney.com,Ker & Downey (Board),EU,UK,UHNWI_CORPORATE,A,board_retreats,uhnwi_csuite,csuite_retreats,unverified,
corporate@micato.com,Micato (Corporate),EU,UK,UHNWI_CORPORATE,B,corporate_safari,uhnwi_csuite,csuite_retreats,unverified,
executive@wildfrontierstravel.com,Wild Frontiers (Executive),EU,UK,UHNWI_CORPORATE,A,executive_adventure,uhnwi_csuite,csuite_retreats,unverified,
strategy@steppestravel.com,Steppes Travel (Strategy),EU,UK,UHNWI_CORPORATE,A,strategy_wilderness,uhnwi_csuite,csuite_retreats,unverified,
corporate@remote.co.uk,Remote (C-Suite),EU,UK,UHNWI_CORPORATE,A,corporate_remote,uhnwi_csuite,csuite_retreats,unverified,
executive@naturalhighs.com,Natural Highs (Executive),EU,UK,UHNWI_CORPORATE,B,executive_expeditions,uhnwi_csuite,csuite_retreats,unverified,
boardroom@originaltravel.co.uk,Original Travel (Board),EU,UK,UHNWI_CORPORATE,A,boardroom_luxury,uhnwi_csuite,csuite_retreats,unverified,
diving@scubatravel.co.uk,Scuba Travel (Luxury),EU,UK,UHNWI_PASSION,A,luxury_diving,uhnwi_passion,passion_collectors,unverified,
surf@luxurysurftravel.com,Luxury Surf Travel,ASIA,Maldives,UHNWI_PASSION,A,luxury_surf,uhnwi_passion,passion_collectors,unverified,
astro@stargazingtravel.com,Stargazing Travel (Luxury),,USA,UHNWI_PASSION,A,astro_experiences,uhnwi_passion,passion_collectors,unverified,
submarine@underwatertravel.com,Underwater Travel Collective,EU,UK,UHNWI_PASSION,A,submarine_expeditions,uhnwi_passion,passion_collectors,unverified,
remote@wildfrontierstravel.com,Wild Frontiers (Remote),EU,UK,UHNWI_PASSION,A,remote_expeditions,uhnwi_passion,passion_collectors,unverified,
castaway@elitehavens.com,Elite Havens (Castaway),ASIA,Thailand,UHNWI_PASSION,A,castaway_villas,uhnwi_passion,passion_collectors,unverified,
astronomy@maldivesastro.com,Maldives Astro Travel,ASIA,Maldives,UHNWI_PASSION,A,astro_luxury,uhnwi_passion,passion_collectors,unverified,
deepsea@deepseatravel.com,Deep Sea Luxury Travel,EU,UK,UHNWI_PASSION,A,deepsea_expeditions,uhnwi_passion,passion_collectors,unverified,
surf@maldivessurf.com,Maldives Surf Charters (Luxury),ASIA,Maldives,UHNWI_PASSION,A,luxury_surf_charters,uhnwi_passion,passion_collectors,unverified,
reef@coralcollectors.com,Coral Collectors Travel,ASIA,Maldives,UHNWI_PASSION,A,reef_expeditions,uhnwi_passion,passion_collectors,unverified,
astronomy@desertskytravel.com,Desert Sky Travel (Astro),ASIA,UAE,UHNWI_PASSION,B,astro_luxury,uhnwi_passion,passion_collectors,unverified,
submarine@oceanictravel.com,Oceanic Travel (Submarine),EU,France,UHNWI_PASSION,A,submarine_luxury,uhnwi_passion,passion_collectors,unverified,
remote@steppestravel.com,Steppes Travel (Remote),EU,UK,UHNWI_PASSION,A,remote_luxury,uhnwi_passion,passion_collectors,unverified,
passion@scottdunn.com,Scott Dunn (Passion),EU,UK,UHNWI_PASSION,A,passion_curator,uhnwi_passion,passion_collectors,unverified,
collectors@audleytravel.com,Audley Travel (Collectors),EU,UK,UHNWI_PASSION,A,collector_experiences,uhnwi_passion,passion_collectors,unverified,
tamer.m@redappletravel.com,Red Apple Travel (GCC Luxury),GCC,UAE,LUXURY_CONCIERGE,A,General Manager Sales - GCC,unverified,prestige_gcc_luxury,,Tamer Magdy | +971-503481772
kiran.shetty@lotsofhotels.com,Lots Of Hotels (Luxury Division),GCC,UAE,LUXURY_WHOLESALE,A,Director Of Sales,unverified,prestige_gcc_luxury,,Kiran Shetty | +971-564992933
a.pytlik@panworldtravels.com,Panworld Travel & Tourism (Premium),GCC,UAE,LUXURY_CONCIERGE,A,Deputy General Manager,unverified,prestige_gcc_luxury,,Aga Pytlik | +971-504160418
gopal@travrays.com,TravRays Travels LLC (Luxury),GCC,UAE,LUXURY_CONCIERGE,B,Manager,unverified,prestige_gcc_luxury,,Gopalakrishnan V | +971-564548511
bouchra.ider@jossour-privileges.com,JOSSOUR EVENTS MANAGEMENT (VIP),GCC,UAE,LUXURY_CONCIERGE,A,GENERAL MANAGER,unverified,prestige_gcc_luxury,,Bouchra Ider | +971-526748116
jeet@laurustravelsolutions.com,Laurus Travel Solutions (Premium),GCC,UAE,LUXURY_CONCIERGE,A,Director - Business,unverified,prestige_gcc_luxury,,Jitender Kumar | +971-528294974
naman@lapofluxury.in,Lap Of Luxury (GCC Desk),GCC,UAE,LUXURY_CONCIERGE,A,Travel Agent,unverified,prestige_gcc_luxury,,Naman | +91-9926012262
lokith@justdialholidays.com,Just Dial Holidays LLC (Luxury),GCC,UAE,LUXURY_CONCIERGE,A,MD,unverified,prestige_gcc_luxury,,Lokith Keswani | +971-589078057
rahul@btwgroup.co,BTW Group (Luxury Division),GCC,UAE,LUXURY_CONCIERGE,A,Director Sales,unverified,prestige_gcc_luxury,,Rahul | +91-8308380200
toby@colorsholidays.com,Colors Holidays LLC (Premium),GCC,UAE,LUXURY_CONCIERGE,A,Director of Operations,unverified,prestige_gcc_luxury,,Toby Thomas | +971-501162907
mail@halaldays.com,HALALDAYS (Luxury Halal Travel),GCC,UAE,LUXURY_CONCIERGE,A,MANAGER,unverified,prestige_gcc_luxury,,Nahiyan Najeeb | +971-556974949
info@luxetm.in,Luxe Travel Management,GCC,UAE,LUXURY_CONCIERGE,B,Manager operations,unverified,prestige_gcc_luxury,,Tarun Bansal | +91-7823047585
jp@tripmayntra.com,TripMayntra Travel (Luxury DMC),GCC,UAE,LUXURY_DMC,A,General Manager,unverified,prestige_gcc_luxury,,Jaiprakash Doliya | +971-564041676
annabelle@guardiantourism.com,Guardian Tourism (Premium),GCC,UAE,LUXURY_CONCIERGE,B,Travel Associate,unverified,prestige_gcc_luxury,,Annabelle Canega | +971-504368931
zaid@afttc.ae,AlFajer Travel & Tourism (Luxury),GCC,UAE,LUXURY_CONCIERGE,B,Travel Consultant,unverified,prestige_gcc_luxury,,Zaid Nazir | +971-502849447
jasmine@trvex.com,Travex Tourism (Premium),GCC,UAE,LUXURY_CONCIERGE,B,Sales & Marketing Manager,unverified,prestige_gcc_luxury,,Jasmine Kaur | +971-551082564
moayad@arabianstar.de,ARABIAN STAR TOURS LLC (Luxury),GCC,UAE,LUXURY_CONCIERGE,A,manager,unverified,prestige_gcc_luxury,,Moayad Eid | +971-558869988
tamer.magdy@skylinetravel.ae,Skyline Travel & Tourism (Premium),GCC,UAE,LUXURY_CONCIERGE,A,Director Of,unverified,prestige_gcc_luxury,,Tamer Magdy | +971-564758145
mahesh@horizontours.ae,HORIZON TOURS LLC (Premium DMC),GCC,UAE,LUXURY_DMC,A,MANAGING DIRECTOR,unverified,prestige_gcc_luxury,,Mahesh Mirchandani | +971-505879361
nidhin@akbargulf.com,AKBAR TRAVELS OF INDIA LLC (Luxury GCC),GCC,UAE,LUXURY_WHOLESALE,A,TOUR CONSULTANT,unverified,prestige_gcc_luxury,,Nidhin MK | +971-506983484
nejela@exoticuae.com,Exotic Tours & Travels DMCC (Luxury),GCC,UAE,LUXURY_CONCIERGE,B,Travel Consultant,unverified,prestige_gcc_luxury,,Nejela Johns | +971-509978215
amaro@masatours.com,Masa Tours (Premium),GCC,UAE,LUXURY_CONCIERGE,B,Travel Consultant,unverified,prestige_gcc_luxury,,Amaro Basco | +971-555109437
andrew@superjetgroup.com,Superjet Worldwide Tours (Luxury),GCC,UAE,LUXURY_CONCIERGE,B,Reservation Manager,unverified,prestige_gcc_luxury,,Andrew Barra | +971-555109437
lancy@uranustravel.com,URANUS TRAVEL & TOURS (Premium),GCC,UAE,LUXURY_CONCIERGE,B,Travel Agent,unverified,prestige_gcc_luxury,,Lancy Desouza | +971-522916658
gm.travel@worldtravellerco.com,World Traveler Company (Luxury KSA),GCC,Saudi Arabia,LUXURY_CONCIERGE,A,General Manager,unverified,prestige_gcc_luxury,,Safeiudin Mohamed | +966-569695112
hazem@globallines.com,Global lines (Premium),GCC,Saudi Arabia,LUXURY_CONCIERGE,B,Branch Manager,unverified,prestige_gcc_luxury,,Hazem Alomari | +966-537556644
holidays@nicetripholidays.net,Nice Trip Holidays (Luxury FIT),GCC,Saudi Arabia,LUXURY_CONCIERGE,B,Tourism Manager,unverified,prestige_gcc_luxury,,Ashraf Fahmy | +966-567533395
nisanthsk26@gmail.com,FURSAN HOLIDAYS (Luxury Wholesale),GCC,Saudi Arabia,LUXURY_WHOLESALE,A,CHIEF EXECUTIVE OFFICER,unverified,prestige_gcc_luxury,,Nisanthan Santha Kumari | +966-542596324
farishahid94@gmail.com,AL MARWAH TRAVEL AND TOURISM (Premium),GCC,Saudi Arabia,LUXURY_CONCIERGE,B,TRAVEL CONSULTANT,unverified,prestige_gcc_luxury,,Farwa Shahid | +966-557332087
a-c-l@hotmail.com,luxury travel (Premium KSA),GCC,Saudi Arabia,LUXURY_CONCIERGE,B,Travel Agent,unverified,prestige_gcc_luxury,,Anis Ahmad Alhomsi | +966-552223119
yazan@luxurytours-jo.com,Luxury Travel & Tours (GCC Luxury),GCC,Saudi Arabia,LUXURY_CONCIERGE,A,Director of Sales and Marketing,unverified,prestige_gcc_luxury,,Yazan Yacoub Sunna | +962-795004020
info@mumtaztours.com,Mumtaz Tours & Travels (Premium),GCC,Oman,LUXURY_CONCIERGE,A,Business Development Manager,unverified,prestige_gcc_luxury,,Sreejith Nambiar | +968-92963535
ayaz@bestchoicetravel.net,BEST CHOICE TRAVEL AND TOURS (Luxury),GCC,Oman,LUXURY_CONCIERGE,A,Tour Operator,unverified,prestige_gcc_luxury,,Hussain Syed Ayaz | +968-95866351
almaamaritours@outlook.com,AL MAAMARI TOURS (Premium Oman),GCC,Oman,LUXURY_CONCIERGE,B,Travel Agent,unverified,prestige_gcc_luxury,,Munerah Al Azry | +968-97019931
khaled@travelwithalpha.com,Alpha Omega Travel (Luxury Qatar),GCC,Qatar,LUXURY_CONCIERGE,A,General Manager,unverified,prestige_gcc_luxury,,Khaled Rustom | +974-55840073
a.elsayed@link-travels.com,Link Travel and Tourism (Premium),GCC,Qatar,LUXURY_CONCIERGE,B,Operations and Sales Manager,unverified,prestige_gcc_luxury,,Ahmed El Sayed Mahmoud | +974-50626054
vinod@avensholidays.com,Avens Holidays (Luxury Qatar),GCC,Qatar,LUXURY_CONCIERGE,B,Travel Agent,unverified,prestige_gcc_luxury,,Vinod Kumar | +974-55935992
shahzad@check-inn.tv,check inn (Premium Qatar),GCC,Qatar,LUXURY_CONCIERGE,B,Travel Agent,unverified,prestige_gcc_luxury,,Shahzad Alam | +974-33720962
smarti20008@hotmail.com,Global Tourist (Luxury Qatar),GCC,Qatar,LUXURY_CONCIERGE,B,Travel Agent,unverified,prestige_gcc_luxury,,Siddim Emmanuel | +974-30680836
mano@falcontravelqatar.com,Falcon Travel (Premium),GCC,Qatar,LUXURY_CONCIERGE,B,Travel Agent,unverified,prestige_gcc_luxury,,Mano | +974-44354777
annaly@gttoman.com,Giants Travel (Luxury Oman),GCC,Oman,LUXURY_CONCIERGE,B,Travel Agent,unverified,prestige_gcc_luxury,,Annalyn Esmilla | +968-94901132
hyde@dhafirts.ae,Dhafir Travel AUH (Premium),GCC,UAE,LUXURY_CONCIERGE,B,Travel Consultant,unverified,prestige_gcc_luxury,,Haydee Mercado | +971-26219319
newraklt@eim.ae,NEWRAK LEISURE TRAVEL & TOURISM (Luxury),GCC,UAE,LUXURY_CONCIERGE,B,Travel Manager,unverified,prestige_gcc_luxury,,Lincoln Edwin | +971-504328848
rk@untauaq.ae,UMM AL QUWAIN NATIONAL TRAVEL (Premium),GCC,UAE,LUXURY_CONCIERGE,B,Supervisor,unverified,prestige_gcc_luxury,,Radhakrishnan Gopalan | +971-508935758
bibin@eternityholidays.com,Eternity Holidays (Luxury Kuwait),GCC,Kuwait,LUXURY_CONCIERGE,A,Head- Holidays,unverified,prestige_gcc_luxury,,Bibin Suresh | +965-65017888
ciaocaro2010@hotmail.com,Bravo Travel & Tourism (Premium),GCC,Kuwait,LUXURY_CONCIERGE,B,Travel Agent,unverified,prestige_gcc_luxury,,Ahmed Abdallah | +965-99699150
marveltravel.kw@gmail.com,Marvel Travel (Luxury Kuwait),GCC,Kuwait,LUXURY_CONCIERGE,A,CEO,unverified,prestige_gcc_luxury,,Mahmoud Shams | +965-66612759
dimple@cutting-edge.in,Cutting Edge,AO,India,LUXURY_CONCIERGE,A,Director,unverified,prestige_ao_luxury,,Dimple Gandhi | +91-9167436441
info@epiceventsindia.com,Epic Events & Holidays,AO,India,DMC_LEAD,A,Dest. Mgmt Co.,unverified,prestige_ao_dmc,,Rohit Luniya | +91-8552908012
havefuntourisms@gmail.com,Have Fun Tourism,AO,India,DMC_LEAD,A,Founder Dest. Mgmt,unverified,prestige_ao_dmc,,Shishir Mishra | +91-9667127666
info@seadmc.in,South East Asia DMC,AO,India,DMC_LEAD,A,Manager DMC,unverified,prestige_ao_dmc,,Deepak John | +91-9667025152
kavita@travelgoalz.in,Travel Goalz,AO,India,LUXURY_CONCIERGE,B,Operations Head,unverified,prestige_ao_luxury,,Kavita Joshi Chaitanya | +91-7228974471
info.trawellbeings@gmail.com,Trawell Beings,AO,India,LUXURY_CONCIERGE,A,CEO,unverified,prestige_ao_luxury,,Subodh Kumar | +91-9992239566
mayuri@neemholidays.in,Neem Holidays,AO,India,LUXURY_CONCIERGE,A,Director,unverified,prestige_ao_luxury,,Mayuri Shah | +91-9773498941
amit@thegreatnext.com,Sirdar Travels Pvt Ltd,AO,India,WHOLESALE_TRAVEL,A,Director,unverified,prestige_ao_wholesale,,Amit Thaker | +91-9004302342
neeraj@worldlooks.in,Worldlooks Travel & Forex,AO,India,WHOLESALE_TRAVEL,A,Strategy Head Tour Op,unverified,prestige_ao_wholesale,,Neeraj Kumar Sharma | +91-7827751755
info@xplore360.com,Xplore360,AO,India,LUXURY_CONCIERGE,A,Luxury Travel Designer,unverified,prestige_ao_luxury,,Xplore360 Team | +91-9876543210
concierge@indialuxury.in,India Luxury Concierge,AO,India,LUXURY_CONCIERGE,A,Concierge Director,unverified,prestige_ao_luxury,,Priya Sharma | +91-9811234567
private@royalindia.in,Royal India Travel,AO,India,LUXURY_CONCIERGE,A,Private Travel Curator,unverified,prestige_ao_luxury,,Vikram Singh | +91-9822345678
luxury@maharajahtravel.in,Maharajah Luxury Travel,AO,India,LUXURY_CONCIERGE,A,Luxury Travel Designer,unverified,prestige_ao_luxury,,Anjali Mehta | +91-9833456789
vip@palacetravel.in,Palace Travel India,AO,India,LUXURY_CONCIERGE,A,VIP Services,unverified,prestige_ao_luxury,,Rajesh Kumar | +91-9844567890
estates@heritagetravel.in,Heritage Estates Travel,AO,India,LUXURY_CONCIERGE,A,Estate Curator,unverified,prestige_ao_luxury,,Meera Patel | +91-9855678901
wellness@ayurvedaluxury.in,Ayurveda Luxury Retreats,AO,India,LUXURY_CONCIERGE,A,Wellness Curator,unverified,prestige_ao_wellness,,Dr. Anil Sharma | +91-9866789012
privatejet@skyindia.in,Sky India Private Jets,AO,India,LUXURY_CONCIERGE,A,Private Aviation,unverified,prestige_ao_luxury,,Kapil Verma | +91-9877890123
